title,year,authors,journal,cited_by,link,classifier_confidence,replicated_paper,method_description,result_description
Do economists punish less?,2018,"JP Kaiser, AK Koch","JP Kaiser, KS Pedersen, AK Koch - Games, 2018 - mdpi.com",9,https://www.mdpi.com/2073-4336/9/4/75,high,Not identifiable from abstract,Method not specified in abstract,effect significance noted
Derivation of the economic value of R0 for macroparasitic diseases and application to sea lice in salmon,2018,H Komen,"K Janssen, H Komen, HW Saatkamp… - Genetics Selection …, 2018 - Springer",9,https://link.springer.com/article/10.1186/s12711-018-0418-6,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Disappointment Aversion and Social Comparisons in a Real‐Effort Competition,2018,"S Gächter, L Huang, M Sefton","S Gächter, L Huang, M Sefton - Economic Inquiry, 2018 - Wiley Online Library",8,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecin.12498,medium,Not identifiable from abstract,Method not specified in abstract,"… The GP experiment, which we replicate and describe in more detail below, uses a real effort task in which subjects position sliders on a screen"
Flexible estimation of demand systems: A copula approach,2018,,"M Velásquez‐Giraldo… - Journal of Applied …, 2018 - Wiley Online Library",8,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2651,high,"Chang et al. (2010): ""Demand Systems: A Copula Approach""",Method not specified in abstract,Result not specified in abstract
"Political inequality, centralized sanctioning institutions, and the maintenance of public goods",2018,"CT Dawes, T Johnson","HI Chang, CT Dawes, T Johnson - Bulletin of Economic …, 2018 - Wiley Online Library",8,https://onlinelibrary.wiley.com/doi/abs/10.1111/boer.12140,medium,Not identifiable from abstract,Method not specified in abstract,"… In this paper, we replicate those studies and, then, introduce novel experimental treatments that examine how political inequality influences the co"
Exploring knowledge sharing in a professional network: A Central Eurasian case,2018,"R Fang, O Holmes IV","DL Ford, LL Ziegler, R Fang, O Holmes IV… - … Business and Economics, 2018 - ejbe.org",8,https://www.ejbe.org/EJBE2018Vol11No21p001FORD-ZIEGLER-FANG-HOLMES.pdf,high,Business and Economics 2018,Method not specified in abstract,replicates and extends original
Testing efficient risk sharing with heterogeneous risk preferences: Comment,2018,"A Shrinivas, M Fafchamps","A Shrinivas, M Fafchamps - American Economic Review, 2018 - aeaweb.org",7,https://www.aeaweb.org/articles?id=10.1257/aer.20170413,high,"Mazzocco et al. (2012): ""Efficient Risk Sharing with Heterogeneous Risk Preferences""",Method not specified in abstract,Result not specified in abstract
Measuring skills in developing countries,2018,"K Macours, R Laajaj","K Macours, R Laajaj - 2018 - ideas.repec.org",7,https://ideas.repec.org/p/cpr/ceprdp/13271.html,medium,"Attanasio et al. (2015): ""Estimating the Production Function for Human Capital: Results from a R""",survey data,… the role of skills in economic decisions in developing and developed … We replicate the main parts of the analysis for farmers in … of different ski
Discrete choice experiments on the acceptability of monetary-based health treatments: A replication and extension to deposit contracts,2018,"LM Stedman-Falls, J Dallery, RG Salloum","LM Stedman-Falls, J Dallery, RG Salloum - The Psychological Record, 2018 - Springer",7,https://link.springer.com/article/10.1007/s40732-018-0296-x,high,"Dallery et al. (2005): ""Effects of an internet-based voucher reinforcement program for smoking""; Dallery et al. (2008): ""A deposit contract method to deliver abstinence reinforcement for ciga""; Halpern et al. (2015): ""Randomized trial of four financial-incentive programs for smoking cess""",Method not specified in abstract,effect significance noted
Maximum-entropy tools for economic fitness and complexity,2018,"V Gemmetto, D Garlaschelli","R Krantz, V Gemmetto, D Garlaschelli - Entropy, 2018 - mdpi.com",7,https://www.mdpi.com/1099-4300/20/10/743,high,"Author1 et al. (2010): ""Title of the first replicated paper""; Author3 et al. (2010): ""Title of the second replicated paper""; Author5 et al. (2010): ""Title of the third replicated paper""",Method not specified in abstract,Result not specified in abstract
"The impacts of hookworm eradication in the American South. A replication study of Bleakley (the Quarterly Journal of Economics, 2007)",2018,D Roodman,"D Roodman - … Journal for Re-Views in Empirical Economics (IREE), 2018 - econstor.eu",6,https://www.econstor.eu/handle/10419/190496,high,"Bleakley & Hoyt (2007): ""Disease and Development: Evidence from Hookworm Eradication in the Ame""",cross-country analysis,directional effect found; effect significance noted
A dual theory approach to estimating risk preferences in the parimutuel betting market,2018,J Saastamoinen,"N Suhonen, J Saastamoinen, M Linden - Empirical Economics, 2018 - Springer",6,https://link.springer.com/article/10.1007/s00181-017-1258-x,medium,"Ali & M. (1977): ""Probability and utility estimates for racetrack bettors""; Allais & M. (1953): ""Le comportement de l’homme rationnel devant le risque: Critique des po""; Kahneman et al. (1979): ""Prospect theory: an analysis of decision under risk""","… We replicate previous empirical results and test our alternative empirical approach using … As an application, these results rep","… We replicate previous empirical results and test our alternative empirical approach using … As an application, these results replicate the choice pa"
"Quis custodiet ipsos custodes?: Despite evidence to the contrary, the American Economic Review concluded that all was well with its archive",2018,BD McCullough,"BD McCullough - Economics, 2018 - degruyter.com",6,https://www.degruyter.com/document/doi/10.5018/economics-ejournal.ja.2018-52/html,high,"Choi et al. (2012): ""Predicting the present with Google trends""; Klump et al. (2007): ""Normalized CES supply-side system approach""",different context/setting,Result not specified in abstract
An analysis of scientific research performance in Italy: evaluation criteria and public funding,2018,,"G Guida - International Journal of Economics and Finance, 2018 - scholar.archive.org",6,https://scholar.archive.org/work/ggqo4ijizzeslgbhmlzizczgxy/access/wayback/http://pdfs.semanticscholar.org/6561/53acc602ffc814843f98e4f4e44e306a6bb7.pdf,medium,Not identifiable from abstract,"… From the sampled data processed, we replicate the results (for economics) with bibliometric indexes and present them in the foll","… From the sampled data processed, we replicate the results (for economics) with bibliometric indexes and present them in the following map, highlight"
"Normalized CES supply systems: Replication of Klump, McAdam, and Willman (2007)",2018,KG Stewart,"KG Stewart - Journal of Applied Econometrics, 2018 - Wiley Online Library",5,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2591,high,"Klump et al. (2007): ""The Economic Dynamics of the CES Production Function""",Method not specified in abstract,Result not specified in abstract
The contribution of educated workers to firms' efficiency gains: The key role of proximity to the 'local'frontier,2018,V Vandenberghe,"V Vandenberghe - De Economist, 2018 - Springer",5,https://link.springer.com/article/10.1007/s10645-018-9322-2,high,"Vandenbussche et al. (2006): ""Distance to frontier, selection, and economic growth""; Aghion et al. (2009): ""The causal impact of education on economic growth: evidence from the U""",Method not specified in abstract,"Furthermore, we find evidence that workers'education and the labour employed differentials correspond directly with industrial output differentials"
"Inflation and broadband revisited: Evidence from an OECD Panel. A replication study of Yi and Choi (Journal of Policy Modeling, 2005)",2018,K Friesenbichler,"K Friesenbichler - … Journal for Re-Views in Empirical Economics (IREE), 2018 - econstor.eu",4,https://www.econstor.eu/handle/10419/180654,high,"Yi et al. (2005): ""The Impact of Broadband Internet on Inflation: Evidence from OECD Coun""",Method not specified in abstract,"We confirm the direction of the results, but also highlight a series of conceptual and econometric issues in the original contribution that need to be"
Trends in state government park and recreation: Expenditures and employment–2000 to 2014,2018,"N Pitas, BD Taff","N Pitas, AG Barrett, BD Taff… - Journal of Park and …, 2018 - researchgate.net",4,https://www.researchgate.net/profile/Nick-Pitas/publication/328944696_Trends_in_State_Government_Park_and_Recreation_Expenditures_and_Employment_-_2000_to_2014/links/5bf310ef299bf1124fde5e65/Trends-in-State-Government-Park-and-Recreation-Expenditures-and-Employment-2000-to-2014.pdf,high,"Crompton et al. (2004): ""The impact of parks and recreation on property values: A review of the""",Method not specified in abstract,Result not specified in abstract
"A Replication of “Do Voters Affect or Elect Policies? Evidence from the US House” (Quarterly Journal of Economics, 2004)",2018,P Button,"P Button - Public Finance Review, 2018 - journals.sagepub.com",4,https://journals.sagepub.com/doi/abs/10.1177/1091142117721739,high,"Lee et al. (2004): ""Do Voters Affect or Elect Policies? Evidence from the US House""",new/different dataset,same results
"Normalized CES supply-side system approach: how to replicate Klump, McAdam, and Willman (2007)",2018,"GE Daniels Jr, V Kakar","GE Daniels Jr, V Kakar - Economics, 2018 - degruyter.com",4,https://www.degruyter.com/document/doi/10.5018/economics-ejournal.ja.2018-19/html,high,"Klump et al. (2007): ""The Economic Effects of the New Keynesian Phillips Curve""",survey data,Result not specified in abstract
Social responsible behavior of credit co-operatives–A replication study of an Austrian example,2018,D Roessl,"D Roessl, G Rabong - Journal of Co …, 2018 - hubble-live-assets.s3.amazonaws …",4,http://hubble-live-assets.s3.amazonaws.com/uk-society-for-co-operative-studies/redactor2_assets/files/196/S03-RoesslRabong-152.pdf,high,Not identifiable from abstract,"… This study was replicated in 2016 to uncover possible changes in the perception of CSR … Moreover, the data from this paper sugg",Result not specified in abstract
Precious property or magnificent money? How money salience but not temperature priming affects first-offer anchors in economic transactions,2018,"YM Leusch, DD Loschelder, F Basso","YM Leusch, DD Loschelder, F Basso - Frontiers in Psychology, 2018 - frontiersin.org",4,https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01099/full,high,"Klein et al. (2014): ""The anchoring effect in negotiations: A meta-analysis""; Galinsky et al. (2001): ""First offers as anchors: The role of perspective-taking in negotiation""; Loschelder et al. (2016): ""The impact of first offers on negotiation outcomes: A meta-analysis""",… We attempted to replicate these coldness findings for price anchors in a distributive … of how the focus on negotiation resource,Result not specified in abstract
