row_index,title,year,authors,journal,cited_by,link,is_replication,confidence,reasoning
473,Son preference and gender-biased breastfeeding in Pakistan,2018,,"N Hafeez… - Economic Development …, 2018 - journals.uchicago.edu",51,https://www.journals.uchicago.edu/doi/abs/10.1086/695137,True,high,Abstract has multiple strong replication signals. (a_strong=3)
474,Can education compensate the effect of population ageing on macroeconomic performance?,2018,"R Kotschy, U Sunde","R Kotschy, U Sunde - Economic Policy, 2018 - academic.oup.com",51,https://academic.oup.com/economicpolicy/article-abstract/33/96/587/5068947,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
475,The effects of financial education: Evidence from Finnish lower secondary schools,2018,P Kalmi,"P Kalmi - … of Banking, Finance and Monetary Economics, 2018 - Wiley Online Library",48,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecno.12114,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
476,Violence and risk preference: experimental evidence from Afghanistan: comment,2018,FM Vieider,"FM Vieider - American Economic Review, 2018 - aeaweb.org",47,https://www.aeaweb.org/articles?id=10.1257/aer.20160789,True,high,Abstract has multiple strong replication signals. (a_strong=2)
477,A behavioral economic approach to green consumerism: Demand for reusable shopping bags,2018,"BA Kaplan, BW Gelino, DD Reed","BA Kaplan, BW Gelino, DD Reed - Behavior and Social Issues, 2018 - Springer",46,https://link.springer.com/article/10.5210/bsi.v27i0.8003,True,high,Abstract has multiple strong replication signals. (a_strong=2)
478,The Olympic Games as a news shock: Macroeconomic implications,2018,W Maennig,"VCE Langer, W Maennig… - … of Sports Economics, 2018 - journals.sagepub.com",46,https://journals.sagepub.com/doi/abs/10.1177/1527002517690788,False,high,No replication signals found in title or abstract.
479,Cross channel effects of search engine advertising on brick & mortar retail sales: Meta analysis of large scale field experiments on Google. com,2018,"K Kalyanam, J Hodges","K Kalyanam, J McAteer, J Marek, J Hodges… - … Marketing and Economics, 2018 - Springer",45,https://link.springer.com/article/10.1007/s11129-017-9188-7,False,high,No replication signals found in title or abstract.
480,Noisy introspection in the 11–20 game,2018,"JK Goeree, P Louis, J Zhang","JK Goeree, P Louis, J Zhang - The Economic Journal, 2018 - academic.oup.com",44,https://academic.oup.com/ej/article-abstract/128/611/1509/5088352,False,high,No replication signals found in title or abstract.
481,"A nexus between air pollution, energy consumption and growth of economy: A comparative study between the USA and China-based on the ARDL bound …",2018,MA Koondhar,"MA Koondhar, L Qiu, H Li, W Liu… - Agricultural Economics …, 2018 - agriculturejournals.cz",44,https://www.agriculturejournals.cz/pdfs/age/2018/06/03.pdf,True,high,Abstract has strong replication signal. (a_strong=1)
482,Quality signaling through ex-ante voluntary information disclosure in entrepreneurial networks: Evidence from franchising,2018,"F Sadeh, M Kacker","F Sadeh, M Kacker - Small Business Economics, 2018 - Springer",43,https://link.springer.com/article/10.1007/s11187-017-9892-4,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
483,Reconciling results on racial differences in police shootings,2018,,"RG Fryer Jr - AEA papers and proceedings, 2018 - aeaweb.org",43,https://www.aeaweb.org/articles?id=10.1257/pandp.20181004,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=3)"
484,"Personality, cognitive skills and life outcomes: evidence from the Polish follow-up study to PIAAC",2018,"M Palczyńska, K Świst","M Palczyńska, K Świst - Large-scale Assessments in Education, 2018 - Springer",43,https://link.springer.com/article/10.1186/s40536-018-0056-z,False,high,No replication signals found in title or abstract.
485,"How important are fixed effects and time trends in estimating returns to schooling? Evidence from a replication of Jacobson, Lalonde, and Sullivan, 2005",2018,"S Dynarski, B Jacob, D Kreisman","S Dynarski, B Jacob, D Kreisman - Journal of Applied …, 2018 - Wiley Online Library",41,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2653,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
486,The Macro-Economic Impact of Brexit: Using the CBR Macro-Economic Model of the UK Economy (UKMOD).,2018,,"G Gudgin, K Coutts, N Gibson, J Buchanan - … & Management Economics, 2018 - ceeol.com",41,https://www.ceeol.com/search/article-detail?id=676841,True,high,Abstract has strong replication signal. (a_strong=1)
487,The impact of NHS expenditure on health outcomes in England: Alternative approaches to identification in all‐cause and disease specific models of mortality,2018,,"K Claxton, J Lomas, S Martin - Health economics, 2018 - Wiley Online Library",40,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.3650,True,high,Abstract has strong replication signal. (a_strong=1)
488,Socialist growth revisited: insights from Yugoslavia,2018,L Kukić,"L Kukić - European Review of Economic History, 2018 - academic.oup.com",39,https://academic.oup.com/ereh/article-abstract/22/4/403/4917667,True,high,Abstract has strong replication signal. (a_strong=1)
489,"The effects of union dissolution on the economic resources of men and women: A comparative analysis of Germany and the United States, 1985–2013",2018,"G Bayaz-Ozturk, RV Burkhauser","G Bayaz-Ozturk, RV Burkhauser… - The Annals of the …, 2018 - journals.sagepub.com",38,https://journals.sagepub.com/doi/abs/10.1177/0002716218793608,False,high,No replication signals found in title or abstract.
490,Who are the losers of the economic crisis? Explaining the vote for right-wing populist parties in Europe after the Great Recession,2018,"J Rama, G Cordero","J Rama, G Cordero - Revista Española de Ciencia Política, 2018 - recyt.fecyt.es",37,https://recyt.fecyt.es/index.php/recp/article/download/64643/pdf_120/214494,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
491,"Measurement error in macroeconomic data and economics research: Data revisions, gross domestic product, and gross domestic income",2018,"AC Chang, P Li","AC Chang, P Li - Economic Inquiry, 2018 - Wiley Online Library",37,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecin.12567,True,high,Abstract has strong replication signal. (a_strong=1)
492,Management and bureaucratic effectiveness: Evidence from the ghanaian civil service,2018,"I Rasul, D Rogger, MJ Williams","I Rasul, D Rogger, MJ Williams - World Bank Policy Research …, 2018 - papers.ssrn.com",36,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3255989,True,high,Abstract has strong replication signal. (a_strong=1)
493,Cooperation in public good games. Calculated or confused?,2018,"T Goeschl, J Lohse","T Goeschl, J Lohse - European Economic Review, 2018 - Elsevier",35,https://www.sciencedirect.com/science/article/pii/S0014292118300850,False,high,No replication signals found in title or abstract.
494,People making deontological judgments in the Trapdoor dilemma are perceived to be more prosocial in economic games than they actually are,2018,"V Capraro, B Zhao, L Hornischer","V Capraro, J Sippel, B Zhao, L Hornischer, M Savary… - PLoS …, 2018 - journals.plos.org",34,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0205066,False,high,No replication signals found in title or abstract.
495,Price-based quality inferences for insects as food,2018,"S Berger, F Christandl","S Berger, F Christandl, C Schmidt, C Baertsch - British Food Journal, 2018 - emerald.com",34,https://www.emerald.com/insight/content/doi/10.1108/BFJ-08-2017-0434/full/html,False,high,No replication signals found in title or abstract.
496,Push button replication: Is impact evaluation evidence for international development verifiable?,2018,"BDK Wood, AN Brown","BDK Wood, R Müller, AN Brown - PloS one, 2018 - journals.plos.org",33,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209416,False,medium,"Replication language appears incidental (method step, table/figure reproduction, own results)."
497,"Institutions, economic freedom and structural transformation in 11 sub-Saharan African countries",2018,A Carraro,"A Carraro, P Karfakis - 2018 - ageconsearch.umn.edu",33,https://ageconsearch.umn.edu/record/288957/,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
498,Need for cognitive closure and political ideology,2018,"A Panno, G Carrus, A Brizi, F Maricchiolo","A Panno, G Carrus, A Brizi, F Maricchiolo… - Social …, 2018 - econtent.hogrefe.com",33,https://econtent.hogrefe.com/doi/full/10.1027/1864-9335/a000333,False,high,No replication signals found in title or abstract.
499,Economic uncertainty and fertility cycles: The case of the post-WWII baby boom,2018,"B Chabé-Ferret, P Gobbi","B Chabé-Ferret, P Gobbi - 2018 - papers.ssrn.com",33,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3298790,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
500,Learning to alternate,2018,"J Arifovic, J Ledyard","J Arifovic, J Ledyard - Experimental Economics, 2018 - Springer",32,https://link.springer.com/article/10.1007/s10683-018-9568-1,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
501,How persistent is the effect of conflict on primary education? Long-run evidence from the Rwandan genocide,2018,G La Mattina,"G La Mattina - Economics Letters, 2018 - Elsevier",30,https://www.sciencedirect.com/science/article/pii/S0165176517304482,True,high,Abstract has strong replication signal. (a_strong=1)
502,Slow touch targeting CT-fibres does not increase prosocial behaviour in economic laboratory tasks,2018,"LA Rosenberger, A Ree, C Eisenegger, U Sailer","LA Rosenberger, A Ree, C Eisenegger, U Sailer - Scientific reports, 2018 - nature.com",30,https://www.nature.com/articles/s41598-018-25601-7,True,high,Abstract has multiple strong replication signals. (a_strong=2)
503,Dorsolateral and medial prefrontal cortex mediate the influence of incidental priming on economic decision making in obesity,2018,"F Morys, S Bode, A Horstmann","F Morys, S Bode, A Horstmann - Scientific Reports, 2018 - nature.com",28,https://www.nature.com/articles/s41598-018-35834-1,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
504,A new metric of consensus for Likert scales,2018,O Claveria,"O Claveria - arXiv preprint arXiv:1809.10493, 2018 - arxiv.org",28,https://arxiv.org/abs/1809.10493,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
505,How motivations for tipping vary with occupational differences in descriptive tipping norms,2018,M Lynn,"M Lynn - Journal of behavioral and experimental economics, 2018 - Elsevier",28,https://www.sciencedirect.com/science/article/pii/S2214804318302878,True,high,Abstract has strong replication signal. (a_strong=1)
506,Real or bogus: Predicting susceptibility to phishing with economic experiments,2018,"Y Chen, I YeckehZaare","Y Chen, I YeckehZaare, AF Zhang - PloS one, 2018 - journals.plos.org",27,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0198213,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
507,Does institutional quality resolve the Lucas Paradox?,2018,"M Akhtaruzzaman, C Hajzler, PD Owen","M Akhtaruzzaman, C Hajzler, PD Owen - Applied Economics, 2018 - Taylor & Francis",27,https://www.tandfonline.com/doi/abs/10.1080/00036846.2017.1321840,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
508,"Genetic distance, trade, and the diffusion of development",2018,"V Bove, G Gokmen","V Bove, G Gokmen - Journal of Applied Econometrics, 2018 - Wiley Online Library",26,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2622,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
509,The sad truth about happiness scales: Empirical results,2018,"TN Bond, K Lang","TN Bond, K Lang - 2018 - nber.org",25,https://www.nber.org/papers/w24853,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
510,Non-naïvety may reduce the effect of intuition manipulations,2018,DG Rand,"DG Rand - Nature Human Behaviour, 2018 - nature.com",24,https://www.nature.com/articles/s41562-018-0404-6,True,high,Abstract has multiple strong replication signals. (a_strong=3)
511,Does economic freedom affect the production frontier? A semiparametric approach with panel data,2018,"J Hall, F Yao","F Zhang, J Hall, F Yao - Economic Inquiry, 2018 - Wiley Online Library",22,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecin.12548,False,high,No replication signals found in title or abstract.
512,Nonlinear effects of cognitive ability on economic productivity,2018,"TR Coyle, H Rindermann","TR Coyle, H Rindermann, D Hancock… - Journal of Individual …, 2018 - econtent.hogrefe.com",22,https://econtent.hogrefe.com/doi/full/10.1027/1614-0001/a000247,False,high,No replication signals found in title or abstract.
513,Testing the influence of testosterone administration on men's honesty in a large laboratory experiment,2018,"A Henderson, A Nadler, J Barraza","A Henderson, G Thoelen, A Nadler, J Barraza… - Scientific Reports, 2018 - nature.com",21,https://www.nature.com/articles/s41598-018-29928-z,True,high,Abstract has strong replication signal. (a_strong=1)
514,The regional economic effects of military base realignments and closures,2018,J Lee,"J Lee - Defence and Peace Economics, 2018 - Taylor & Francis",21,https://www.tandfonline.com/doi/abs/10.1080/10242694.2016.1170335,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
515,Revisiting gender differences in ultimatum bargaining: experimental evidence from the US and China,2018,"S Li, D Houser","S Li, X Qin, D Houser - Journal of the Economic Science Association, 2018 - cambridge.org",20,https://www.cambridge.org/core/journals/journal-of-the-economic-science-association/article/revisiting-gender-differences-in-ultimatum-bargaining-experimental-evidence-from-the-us-and-china/FAA2BF3571EB696F8FC4CD3055A231FB,True,high,Abstract has multiple strong replication signals. (a_strong=2)
